Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
76430,B001HTKOWC,A38B7MUWO2UPZE,T. Boone,1,1,5,1294790400,Wakes me Up Without Making Me Jittery and Tastes Good Too,"Stash Green Chai tea is very tasty, especially when it's mixed with some milk and honey.  Even better, it has the perfect amount of caffeine for me--just enough to wake me up without making me sweaty and jittery like coffee does.<br /><br />The individually-wrapped, foil-packaged tea bags are convenient, even if that much packaging does seem like overkill.  The packaging allows me to take a couple of tea bags with me wherever I go, just in case I get stuck in a boring meeting with no other beverage options except for nasty office coffee or plain hot water. . . Yes, I'm too cheap to go to Starbucks!"
291667,B000W7WQX0,ATSX4YIFCRZV3,Jeffrey,0,0,3,1344470400,Not a mindless snack!,"Corn Nuts are delicious, enjoyable and addictive. However, I have TWICE broken teeth with them, including today. Do not mindlessly chomp away at these snacks. I'm not being overly zealous with my suggestion that you only eat a few at a time and let them soften in your mouth before chewing too forcefully. This is the only food that has broken a tooth and it has twice!"
78059,B000ILA5RO,AOHK2C4LW9452,"R. Daneel ""good gov't guy""",0,0,4,1299974400,Solid choice for popcorn,Pops well with air popper. Decent flavor (though may want to add a low sodium topping). Fast ship. Good value. Who could ask for anything more?
875,B000HDMUQ2,AJY5Y3SHROG5C,A. Grillet,3,3,2,1215561600,The chocolate ones are much better,"I have recently stopped eating a number of allergens (dairy, soy, nuts) and these were one of the few snacks which fit into my dietary restrictions.  Unfortunately, these were pretty gross - miserable texture and more cardboard flavored than berry.  I threw them away.  I would recommend the cocoa ones as they are much tastier and also allergen free."
294057,B004OCIUDO,A3N8GUEE7CYNHZ,Sunshinegirl,0,2,5,1343606400,Love This Product! Yummy!!!,I tried this seasoned flour because I like the idea of not having to season flour myself. I used it on fried pork chops. The pork chops were a family hit! Can't wait to try it on fried chicken and fried dill pickles!!! Yummy!!! Not too salty either. Will have to buy from Amazon because not available in my area.
556021,B001E5E0CE,AK8IVU9SQ9VME,"Daniel Nichols ""CP Padre""",1,1,5,1323302400,It is how we get up in the morning,"This is great coffee but be warned, once you start drinking Lavazza it's hard to go back to Starbucks. We brew it as you would regular coffee and it is how we wake up at 5:30 every morning."
331114,B001UJCKCG,A1OEXW2VO7E8SC,Gina,0,0,1,1334016000,DO NOT PURCHASE,This was gross. No other way to describe it. The pasta is horrible. There are so many other pasta options. Do not waste your money or taste buds on this.
473872,B003GSVSWW,A1G57UG6WFP7EW,"Jane Marshall ""Jane Marshall""",1,1,5,1310515200,Lovely Tea,"This tea has a nice mellow taste.  It is not at all dusty and doesn't leave a bitter taste in your mouth, as is common with a lot of teas.  Will definately buy more in the future. The box is very nice and I would feel comfortable giving this as a gift."
346698,B000DZFMIM,A1AZ6XTRHRIBN7,"FrequentAmazonShopper ""FrequentAmazonShopper""",0,0,4,1267315200,Very Yummy for Gluten Free Product,"It is very moist, which is what I like. You can really taste the spices too, which I love.  It is very good for a gluten-free product."
275443,B005VOONI0,A2M14CFAMF8J7I,Joanna Terrero,1,3,4,1337126400,"Mild coffee, great aroma with no sour taste at all.","This gourmet coffee has a delicious aroma, but a very mild taste. Which is good for drinking while  having breakfast, but not to drink alone or with milk, if one likes strong coffee.  The little pods are convenient for taking along while traveling. They work well on those small coffeemakers provided in hotels. One thing I didn't noticed the first time I had one, and which makes a different when brewing the coffee pods, it's that each one says, This Side Down, and of course, placing it in that position inside the pod brewer helps improve the result. The lack of bitterness is a definitely a plus."
503172,B001EQ4AKU,A2YQJ44XCVYT0M,Paul J. Ste Marie,4,4,5,1248566400,Tasty chewy cherry goodness!,"These are great.  Lots of (undoubtedly artificial) cherry flavor, and not doughy like <a href=""http://www.amazon.com/gp/product/B000F8J2HO"">Twizzlers Cherry Nibs</a>. Just perfect!"
310445,B008JKTH2A,APQJJGEJOY6OF,musthavebook,0,0,3,1314748800,"Tastes great, but low protein and high fat, especially saturated fat",I love the taste and consistency of this bar. And the added calcium is a plus. But I try not to eat it too often because it has 12 grams of fat and the saturated fat is 25% of daily value. And 2g of protein is a bummer.
475722,B00250I61S,A2WNWOK8MMZG15,D. Marshall,0,0,5,1179619200,Great for everyone in the family.,"Both my kids (8 and 4) love these cookies.  They have always been really crunchy.  We've never had them mushy like in another review.  They are not too sweet and have fun shapes.  Great for anyone gluten sensitive, and everyone else in the family."
387636,B00271NNLI,A22HQ9VSD5LOTD,"A. McManus ""mc2""",0,1,1,1340755200,Doesn't fit! False advertising on packaging.,"These pods do not fit in the Senseo machines. The lid will not shut with just a single pod in the holder. My husband did manage to shut the lid but then the coffee leaked out the sides of the machine because the seal couldn't properly close around the pod. Packaging says ""Fits all coffee pod brewers!"" and it is a total lie."
220264,B0034EDLS2,A3NUDSXY4NL9JX,"S. Harrill ""Amazon Rocks""",0,0,5,1343001600,Better than Candy,"I have replaced candy bars with the Kind Bars, and they are better.  My favorite are Nut Delight.  The ones with chocolate are my least favorite."
545300,B00164X9SE,A2J5MQA741T9EV,Kevin Lin,0,0,5,1327017600,What else is there to say?,"I've been craving oreos for the past week. What better way to satisfy my needs than to order online and have it delivered right to your doorstep?<br /><br />Comes in 12 packs of 6 oreos each, which is perfect for a little snack or to put inside a bag to eat later."
52808,B0005ZXPY8,A23UHCZCUSGHUD,Eva Robinson,2,3,5,1264723200,Not free shipping but great product!,"There are tons of environmentally and family friendly ways to use baking soda. We mainly use it for baking and cleaning purposes.<br /><br />This is not a bad deal, however, you should be aware that compared to purchasing it in the grocery store for about $1.40/lb, this actually costs more like $2/lb here on Amazon. However, if you compare a couple extra dollars (which I am sure pays for their ""free"" shipping to bring it right to your doorstep) to the cost of driving to the store and back, it's not that big a deal. Great product, good price. I'd recommend! :)"
540559,B001D0GV90,AIESH16TE0UJA,"Katherine Koch ""Katherine""",0,0,5,1191110400,Excellent strong coffee,"Timothy's Midnight Magic coffee is the best K-cup coffee I've had.  It's great for people who drink espresso, and it has a wonderfully rich flavor."
339994,B000LKTKTG,A3KJ6JZ8MWERPG,RnnrGrl,0,0,3,1318896000,Would not buy again...,I did not like these beans and won't be purchasing them again.  They were bland (even after adding salt and jalapeno peppers).  They also had a weird aftertaste.
69046,B0018KR8V0,AR3FQVK5RJGNQ,Jim W.,0,0,4,1340150400,Good Tasting Gluten Free Bar,"These are a tasty little treat to have every once in awhile.  It is hard to find grab and go snacks when trying to eat gluten free and paleo.  These are little high on the sugar side (all from fruit, no added sugar) but these are great if you aren't all that concerned with that."
337200,B000SU201O,A27Y75TIH2I7UT,Laura Ruby,1,1,5,1261526400,good buy,"It's the same good product I've been buying in one ounce containers, and this amounts to about half price.  I do wonder at the size of the jar, which is only about half full."
314126,B004VLVG0C,AKETJUM0B11ZC,M. Weaver,2,2,5,1345075200,Excellent quality AND Price!!,"I believe this product is of equal quality of some the Italian imported Semolina flours. I am one who does NOT use egg nor white flour to mix in my pasta dough and I find this semolina to be extremely pliable. Not to mention the price here! I love the Italian-imported flours but it becomes way too costly because of the shipping. The fact that Amazon is offering FOUR BAGS of this flour for just over $12 is a steal!!! I live in New York, and when you want a high quality product, you usually end up having to go to a foo-foo upscale gourmet store where you'll end up paying an arm & a leg. I found a 1 lb bag of semolina for roughly $6.00...absurdity! I think this is one of the items where I'll take advantage of the re-order feature because it's simply more economically effective considering I don't want to purchase manufactured pasta anymore. Can't say enough about the quality of this flour...really all I use in my dough is semolina, water, salt and a tbsp of olive oil- makes perfectly flavorful, delicious pasta!!"
167407,B007PE7ANY,A1M95T3PKGQPQG,roni,0,0,5,1350604800,Great Taste - Healthy,"I was looking for a healthy, great tasting snack / protein bar low in sugar - this is it.  I eat 5-6 small meals per day and I occasionally substitute one of these bars for a mid-morning snack or after a workout when it's more convenient than a protein shake.  I purchased 3 boxes after the initial sample and after a few months I'm still not tired of the flavor.  My only recommendation is that the bar should be bigger; it's only 40g in total containing 7G protein, 4g sugar, 0G cholesterol and 5G of fiber."
85006,B0094Z2EOW,A46CBILU76CHM,N. Kirk,6,6,1,1279497600,"Only 5 flavors, Not 10 as advertised","Really liked the 10 flavor sour mix from Jelly Belly, but couldn't seem to find them locally anymore.  Now they are selling the sour mix as a 5 flavor mix.  Was concerned following the other review about beans sticking together, but decided it'd be worth it to have 10 flavors.  Box arrived and they were stuck together, but only 5 flavors.  A waste of my time.  Never would have ordered if product had been described correctly by the seller.  Just drive to the store and get the 5 flavor mix that's not already stuck together."
202966,B000H25S8U,A247DCFP906LO2,Carole R. Ingram,1,1,5,1266192000,Superb Pancake/Waffle Mix,"For years, for all of my waffles and pancakes, I bought this in specialty stores until even they stopped selling it in deference to Classic Fare Belgian Waffle Mix, which, to me, has no flavor.  When I finally found this, I pounced but hated having to buy so much.  But at least I now have it.  Certainly keeps me from having to continue to make my own.  Took a bit more than a week to come because the snowstorm slowed or stopped all commerce.  I do recommend the product because I really like it."
263793,B0017I1QB6,A37YG5MYEF96EJ,"Creedeco ""Tom""",1,1,5,1328140800,Best of its kind...,"With the possible exception of their Fire Roasted Chipotle Salsa (I can't really taste a significant difference), this is the best salsa out there, in my opinion.  There are plenty that are less-costly and that alone may guide one's choice in another direction... but if cost is no object, this is the real deal."
415698,B000EDDS6Q,A3699TY35SBJ3H,Thomas Smith,7,7,5,1300579200,wonderful--------------------,"I was concerned that it wouldn't taste good unless it was mixed with yogurt the night before as so many reviewers had stated they do---I'm happy to report that I put it in a bowl, pour on some low-fat milk, and chow down-----it is delicious right away---yum yum go get you some. The only thing I would argue with is the serving size----who could eat a 1/4 cup for breakfast--not me--a cup at least--so it goes quickly. I also love that there is no ground up stuff in the bottom, from top of the bag to the last bite it's all perfect-----Thanks"
184059,B00764BRS2,A15MB1UKXL6DG3,Don1622,4,4,4,1263081600,Nice savings with My Kap.,"I used My-Kap for the first time today. It works great.  I read where people have asked about being worried that more holes would be punched in the bottom of the k-cup, but you can just place the k-cup back in the holder and gently turn it until it pops back into the original hole from the first use.  They are a bit over priced in my opinion."
339141,B000EM8UJC,A4902TQB4NGRJ,tierny,3,6,1,1289433600,Nutritional Misdirection,"Each packet of this soup is NOT single serving size!<br /><br />...and the packaging does very little to correct that misperception: the soup is shown in a coffee mug-sized scenario. You're supposed to add 4 cups of water to each packet; which is more soup than anyone is looking for at lunchtime. Even when you add all that water to the mix, I hope you're on a starvation diet, because the serving size on the box is 2 tablespoons!!!! TWO TABLESPOONS! What are you supposed to do with 4 cups of chicken soup (with a stray micro-noodle floating by now and then) when your alloted portion is two tablespoons? You're supposed to forget that consuming a reasonable amount of soup fills you with 100 percent (if not more) of your daily sodium intake.<br /><br />This is an absurd product."
306687,B000KNB0OW,A2GAUM6FEQY0EN,"I. Jean Hall ""jeanie""",5,5,5,1293753600,Great flavor - Excellent value,"I buy organic when possible and have been a fan of McCann's Steel Cut Oatmeal for years, but saw the reviews for Country Choice here by Amazon customers and noticed it was a winner in Cooking Illustrated ratings, and I decided to try it.  I found no discerning difference in the flavor....oats are oats....but the price point on the Country Choice makes it the clear winner IMO."
543088,B000KFVAF4,A2O0KS3OGQMIHN,"D. McCormick ""joy2ooo""",4,4,5,1188172800,The best hot chocolate in the world,Stephen's Hot Chocolate is the best hot chocolate in the world I won't drink any other hot chocolate. The French Vanilla Is my personal favorite.
322100,B0012V1G0Y,A1B90KEO07VV6J,Amie M. Standal,0,1,1,1276992000,Not So Everlasting,"I bought two of these treat balls for two large breed dogs.  One, (my power chewer) is a German Shepherd/Wolf mix, the other is a Vizsla/lab mix who isn't easily impressed by chew toys.  I filled the inside of the ball with small treats, and capped both ends with the round treats provided.  On the upside when they were actively chewing on the treat balls, they were fully absorbed, and were extremely happy with them.  In about an hour and a half both dogs had chewed the everlasting out of at least one side of each of their treat balls.  By three hours there were no treats left in either of them.  Since the ball itself seems pretty flimsy I then took the balls away so they wouldn't destroy those too.  The treats give off a nauseating smell as the dogs are chewing them as well, to the point I had to turn on a fan, and even left the room.  I wouldn't recommend this product due to the high price tag, and the fact that it just doesn't deliver on it's name."
403956,B003FDG4K4,A2AOD7254MCKSH,travel-weary,0,0,5,1323043200,Another great flavor,So glad to find these. My daughter is doctoral student with heavy schedule and celiac--these are so perfect for her to grab as a high quality snack. She likes the other two flavors (vanilla and chocolate also). So wonderful that they are gluten free. Not too sweet. Glad I 'pre-ordered' as this flavor seems perpetually sold out. Amazon makes it so easy to send little treats like this to my daughter who is several states away.
484911,B00248EE4O,A3IR834T7AROBT,Ed,7,7,5,1219708800,Tortillia Chips with flavor!,"These have much more flavor and taste than regular tortilla chips.  Always a hit when friends come over and we put out the snacks. Top quality ingredients; brown rice, oat fiber, sunflower seeds etc. are what give this product the taste to start a conversation. Serve with fresh veggies and a good dip, always a crowd pleas-er!  I certainly would recommend this product to anyone who is trying to eat more healthy food with great flavor."
43922,B001EQ5JLE,A1QF4EJ7V83919,Maureen K.,0,0,5,1350518400,Just like HOME,"I just love this strong blend of teas, PG Tips was given to me as a gift and I have searched for it until I had the good sense and good luck to find it on Amazon.com.  I ordered a large supply which won't last long for us, so will be ordering more in the future. Thanks Amazon.com from a very grateful Scottish Lass..."
269702,B0002AUTY0,A3KVSGM9VWNVFF,Kelli Lincoln,0,0,5,1322179200,Jasmine!,"This is one of the best jasmine white teas I've tasted, and I drink a lot of tea. I've been drinking this particular jasmine for about two years now, and even if I drink it every day, I never get tired of it. Just lovely."
479003,B001E5E074,A3F3RTJ4F9I8ES,"Nancy Ellen Nolan ""Huggups""",0,5,2,1295395200,KASHI GO LEAN JUST NOT CUTTING IT!,"I love granola cereal and since I'm watching my weight, I decided to try the Kashi GO LEAN Crunch. Well, needless to say, it is not satisying my granola cereal craving at all. It is totally lacking in flavor and texture. I guess some things you just can't mess with and one of them is granola. IMO, LIGHT granola is just that, ""light""-weight. I'm going back to the Quaker Oats 100% Natural Granola Cereal, which by the way, does include raisins and almonds so I don't have to add my own."
557333,B001EO6ASM,AYN0M1F7NA7RU,psychologist and mom,8,9,5,1217548800,delicious coffee,"Great coffee, organic, shade grown, fair trade, and delicious--at an unbelievable price. It's a LOT of coffee so I just freeze the extra. Bye bye starbucks--hello to homemade."
10570,B000PSNJXC,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",1,1,5,1190764800,"Romantic, Natural, Unique Tea Experience","*****<br />White Rose Velvet Garden White Tea is an exciting and unusual premium Numi tea. It is a white tea, more rare than other types of teas and less processed as well, having been only plucked and dried (not oxidized). Some people find white tea a subtler and more enjoyable type of tea experience (I know I do). White Rose Velvet Garden White Tea is certified organic, and is both fair trade and kosher.<br /><br />It is made from hand-wrapped white tea leaves and rosebuds! Rosebuds---can you imagine?!?! Those are the only two ingredients, and they are delicate and delicious, different from anything else I've ever tried. This Amazon page erroneously lists some other ingredients but these are absolutely NOT in this tea---it is made from only white tea and roses.<br /><br />This tea, like all Numi teas, is packaged with 100% post-consumer waste, and the tea bags are made from biodegradable filter paper. Numi does not believe in the practice of adding oils or flavorings to bolster flavors, and I love this and can tell the difference; for this and many other reasons, Numi is one of my favorite tea manufacturers.<br /><br />On the box, Numi writes: ""Roses have been a symbol of love and beauty since the dawn of romance. Numi's enchanting Velvet Garden(tm) releases a provocative sweet rosy taste as it blushes a soft pink. With every sip this liaison of organic rose petals and delicate Spring White tea imparts a silken smoothness. White Tea is the tender bud of the tea plant making it exquisitely subtle and supremely healthy. High in antioxidants and vitamin C, this uplifting Fair Trade Certified white tea blend will be the beginning of a long lasting love affair."" I have to agree. This is truly an amazing tea.<br /><br />If you like Numi teas, get it---you won't be sorry. If you are new to Numi but love white tea, or are curious to try it from the description, I do not think you could find a better source than Numi. If you are looking for a romantic tea, White Rose Velvet Garden White Tea fits the bill perfectly.<br /><br />Highly recommended.<br />*****"
53428,B001CZT04O,A11NZHU057SL8R,"Mark T. Vanderah ""Thorn""",0,0,4,1315353600,Great Deal,"Compared to the grocery store, its more than 50% off.  So what you have to mix it up, don't be a sissy. ;)"
408872,B000XSGMHO,A2IUM7ZO779UJ6,dee,3,3,5,1160956800,Tastes great!,"I have always been pretty picky about my poptarts, so I wasn't sure if these were going to taste like cardboard or not when I first got them.  They are great poptarts.  My kids love them."
327158,B001NW70MK,A3OVWX05DEQKAJ,Dinah,6,6,3,1295308800,Fastachi Belgian Marzipan,"Although this product arrived quickly and well-packaged, it was not the best tasting marzipan that I have ever had.  To be fair, however, it was not the worst I've had either.  My main complaint is that there was little almond flavor to the pieces, which is, of course, the reason you buy marzipan!  But if you want marzipan at a very reasonable price and are not too picky about the taste, this product will suffice."
524863,B0007DHMU6,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",1,1,4,1158192000,Basic Orange Herb Tea,"****<br /><br />Tazo's Wild Sweet Orange Herbal Infusion is a nice orange herbal tea. It contains lemongrass, blackberry leaves, citric acid, rose hips, spearmint leaves, natural flavors, orange peel, safflowers, hibiscus flowers, rose petals, natural orange essence, ginger root and licorice root. It is not sweet, very fruity, and not subtle at all, a wonderful tea if you enjoy orangey teas.<br /><br />Tazo is an interesting company that makes only super premium teas. They are socially responsible, based in Portland, and have the motto, ""The Reincarnation of Tea"". Tazo is owned by Starbucks. Their web site is fun and quirky, with a Zen-type focus, definitely worth checking out. It is unclear, though, from their web site, how many of their ingredients are organic or kosher, and they do use some ""natural flavors"" in their teas--this wording seems a little vague for a super premium tea.<br /><br />On the paper tea packet, Tazo writes, ""a lively blend of sweet citrus herbs and orange essences. Sweet, yet tart, this is a cup of liquid sunshine, radiating multi-layered orange flavors with exotic hints of spice and a distinctive floral finish. Wild, indeed."" On their web site, Tazo describes the flavor profile of Wild Sweet Orange as ""tart, sweet, smooth, licorice"". Tazo describes the aroma as ""oranges, roses, lime"".  This is pretty accurate, although the words give hope that the taste of the tea never quite approaches.<br /><br />I would rate this tea, and Tazo in general, as good---better than premium teas like Stash or Celestial Seasonings---but not as good as Numi. I'm soooooo spoiled by Numi teas, which is why Tazo Wild Sweet Orange gets only four stars.<br /><br />****"
326270,B000B6CYP2,A1YAHULOZAY6IU,Auj,0,0,5,1217289600,Fabulous Dressing to liven up your salad!,I had a salad in a restaurant for lunch and went crazy over the  roasted raspberry chipotle vinaigrette dressing. I decided  to recreate the salad myself at home. The salad dressing I found in my search on the internet was the Fischer & Wieser  Roasted Raspberry chipotle vinaigrette dressing. It is absolutely fabulous! I have made the salad  many times and for friends and have had to order extra bottles since I got them hooked on it too. This salad dressing will not disappoint and  deserves a five star review!
323081,B000CBUOTY,A1FPMRMTJ06GKS,"Danielle Plunkett ""duramater""",1,1,5,1207008000,Best Green Tea - Ever!,"My first Bigelow tea was Plantation Mint. I absolutely love it and it was the tea that got the rest of my family drinking less soda and more tea. Green tea has many benefits, everybody pretty much knows this, but I always found them to be too bland, or grassy, or overflavored with other things - until I tried Bigelow's Green Tea with Lemon. It is perfect. Fresh, crisp, quenching. I prefer tea iced with a little splenda added, and this one and Plantation Mint are so delicious. I'm a convert. I can't imagine ever drinking another brand, and I've tried several."
51117,B000FIXT2I,A1BAR7JMHWNK6Q,"J. harris ""Jan's Review""",4,5,5,1171152000,Wonderful Flavor,This rice was quick to fix and the flavor was remarkable. Add to that the fact that the rice is organic only adds to the excellence of the product. LOVED IT!!
374622,B0017ZAJL2,A1Q4FPM4DJRNMT,David L. Peterson,0,0,4,1341014400,Has Good Flavor,"I found that Grandma's Peanut Butter cookies actually taste like peanut butter. I tried another brand and all I tasted was flour and shortening, no peanut flavor at all. My ideal cookie, though, would also contain bits of peanuts in the cookie."
283579,B0045E0CCI,A32CIXDQFVUFBL,Richard Lowe,7,7,5,1334448000,Snacks for the troops!,"I ordered this product so that I could send it on to some soldiers in Afghanistan. The product came on time and as ordered. Great job, and thanks!"
497177,B004E4EBMG,A3HPCRD9RX351S,Spudman,1,2,3,1325980800,Not So Peachy,"Probably the best thing about MIO is its portability and sharability. The problem is that the flavor  may not be outstanding enough for anyone to want to share.<br /><br />I don't particularly care for the phony label ""Water Enhancer"". Adding an artificial color, artificial sweetener, and an unnatural taste that only approximates the flavor created in nature does not seem like an enhancement to me.<br /><br />The MIO is easy to use - flip open the cap, squeeze some MIO into the water for an explosion of color, taste, squeeze again, taste, squeeze again if necessary, continue squeezing and tasting until satisfied, and then clip the lid shut.<br /><br />The inexact nature of the squeeze is a sticking point for me because it's almost impossible to duplicate the exact amount squeezed each time. One could measure half a teaspoon of liquid first but that defeats the design of the product.<br /><br /> I've only tried the Mango/Peach. It has great color but only average taste that tastes slightly artificial. There is a chalky aftertaste after each swallow, but not an obtrusive one.  I much prefer Crystal Light for taste though I also find it tedious to mix just the right amount of product into the water with the CL.<br /><br />Anyone so inclined might find it easy to shoplift such a small handful of a container, but the taste of the product might preclude such shenanigans."
163041,B002HFU7HC,A2MU3FLFSWW4TD,Randall J. Skates,0,0,4,1345939200,Great product...,"I really like this tea, but the bags are packed too tightly. The hot water doesn't get into the tea leaves in the teabag. I haven't tried yet but it will probably make a great sun tea. It's a great price for white tea and I have a subscribe and save delivery scheduled. Prince of Peace White Tea is the best."
246479,B002D4DY8G,A3FBMSWBJ202SF,amazon's fan,0,0,5,1259107200,Full flavor and fragrant,"Chocolate always compliments coffee.  It's the same case here.  The dark chocolate taste is obvious but not overpowering.  The coffee smells and tastes very smooth.  So, it truly is a good combination for what it is."
10564,B004FDW4HU,A3ELWF6DXOCCTM,Richard LeBeau,1,1,1,1315267200,Melted,"I ordered 18 bags of York Pieces for wedding favors, half of the bags were melted and Amazon has a no return policy on food items. I would not order food products from a online vendor again."
